0 0.0547064 15.4341 0.592022 2.56936
1 0.0363216 2.92513 0.227391 2.51389
2 0.0454319 11.7134 -0.54125 2.56675
3 0.194695 18.1931 -0.0185235 2.57838
4 0.0783626 19.9991 -0.602918 2.54577
5 0.112181 13.7835 -0.237577 2.58723
6 0.0552048 4.47484 0.058359 2.57068
7 0.100368 10.0988 0.0281688 2.60017
8 0.10777 10.9624 0.0356142 2.60323
9 0.0484509 3.8741 -0.131333 2.56182
10 0.152271 17.0844 0.217295 2.57481
11 0.0742924 11.1099 -0.33513 2.58358
12 0.0491075 3.96939 0.132246 2.56386
13 0.0742317 9.56199 -0.268602 2.57462
14 0.0636582 6.21171 0.146008 2.57799
15 0.0432753 3.25759 0.142484 2.53824
16 0.0727178 7.03504 0.0883918 2.58206
17 0.00410025 4.4594 1.04407 2.42837
18 0.0873482 13.6351 -0.361103 2.5874
19 0.107931 11.9725 -0.154309 2.6049
20 0.0178788 15.0965 -0.904693 2.54229
21 0.0311914 1.59766 0.00709867 2.21561
22 0.0579392 11.4171 -0.447462 2.58476
23 0.0241128 6.21712 0.602983 2.51706
24 0.0652145 7.83955 0.252131 2.56038
25 0.0667322 7.12839 0.189041 2.5826
26 0.122284 13.1556 -0.12671 2.6043
27 0.0985392 9.88487 -0.0265578 2.5992
28 0.0717785 8.56428 0.235407 2.56667
29 0.119695 13.6475 0.184008 2.60329
30 0.20155 21.2052 -0.245237 2.54512
31 0.039157 6.92641 -0.450461 2.5527
32 0.0659485 7.30392 0.210879 2.58364
33 0.00300093 9.51777 -1.21243 2.50512
34 0.136784 15.7046 -0.212925 2.58177
35 0.264527 23.0338 -0.123625 2.52989
36 0.110566 15.9985 -0.345733 2.58047
37 0.328014 26.6941 0.16018 2.49906
38 0.082878 10.8987 -0.271975 2.58265
39 0.549888 34.9017 0.0566125 2.43792
40 0.117455 25.1072 0.607371 2.51234
41 0.0558446 4.66897 0.0861126 2.57212
42 0.0529673 4.09943 -0.0245966 2.56619
43 0.041888 4.33187 -0.288264 2.5333
44 0.0583272 11.2212 0.438369 2.58403
45 0.116863 12.6138 -0.127539 2.60491
46 0.0526547 5.55498 -0.240763 2.54345
47 0.108287 14.5624 -0.295839 2.58571
48 0.0741657 9.4093 0.261529 2.57349
49 0.0164866 2.42271 -0.498492 2.40469
50 0.0594986 14.7234 -0.543311 2.58527
51 0.0586438 36.9398 1.03368 2.42338
52 0.0590718 5.23522 -0.10567 2.57464
53 0.158947 23.7237 -0.457402 2.52405
54 0.21196 19.645 -0.0891769 2.56667
55 0.0391363 8.55496 0.498657 2.54153
56 0.0808665 14.1667 0.413313 2.58661
57 0.111544 15.336 -0.314316 2.58325
58 0.0648608 8.2594 -0.277773 2.56405
59 0.076381 7.24743 0.0127526 2.5833
60 0.106086 11.5191 -0.134989 2.60441
61 0.00529007 13.727 1.18046 2.53992
62 0.0907847 14.1955 -0.365516 2.58655
63 0.20612 19.091 -0.0620155 2.57126
64 0.0402242 9.49704 0.515458 2.55104
65 0.294295 23.9153 0.0249467 2.52243
66 0.0392548 9.5509 -0.525179 2.55155
67 0.211208 19.2422 -0.00329028 2.57002
68 0.24986 21.7776 0.0717897 2.54041
69 0.0147195 10.3596 -0.831035 2.51561
70 0.390063 33.0208 -0.313767 2.45056
71 0.12667 19.9407 -0.428399 2.55517
72 0.00273392 4.24434 -1.12992 2.42302
73 0.279354 23.3974 0.0763912 2.52682
74 0.0691222 8.20605 0.237887 2.56358
75 0.102873 12.0594 0.198718 2.60495
76 0.0270463 11.1834 -0.685325 2.564
77 0.079162 8.48184 0.158952 2.5912
78 0.00835732 12.7789 -1.04321 2.53593
79 0.0442443 3.78584 0.200958 2.55963
80 0.0711786 7.30198 0.148432 2.58363
81 0.0597186 5.51398 -0.132354 2.57553
82 0.154299 17.0738 0.207279 2.57487
83 0.0174638 1.25038 0.327934 1.97722
84 0.0719178 9.63707 0.28884 2.57516
85 0.10832 18.9677 -0.458643 2.56245
86 0.0505565 5.46216 0.260336 2.54291
87 0.0354617 8.32669 0.526725 2.53907
88 0.045786 3.69473 0.160404 2.55703
89 0.035318 3.91902 0.343787 2.52525
90 0.0408495 10.6138 -0.542741 2.56031
91 0.0368885 4.0347 -0.331744 2.52799
92 0.0312767 1.88328 -0.144348 2.3223
93 0.064389 6.19729 -0.131874 2.57793
94 0.142829 14.7612 0.098442 2.59953
95 0.0369527 2.3643 -0.107208 2.43989
96 0.00277733 3.13767 -1.02422 2.36593
97 0.00566449 10.3524 -1.07506 2.51553
98 0.0442632 7.38623 0.417419 2.55648
99 0.0604386 17.2716 0.610897 2.56227
100 0.0731673 16.5401 -0.526509 2.57781
101 0.0435694 9.31385 0.482775 2.57277
102 0.0326256 10.3493 0.606367 2.55835
103 0.488987 34.2538 -0.190638 2.44217
104 0.0257024 6.59729 0.592143 2.52066
105 0.0762346 8.77246 0.208941 2.59303
106 0.0925421 9.56386 0.100012 2.5976
107 0.0534141 4.23682 0.0612199 2.56816
108 0.0809669 13.4769 -0.387964 2.58753
109 0.0616905 5.36129 0.0495073 2.57505
110 0.112127 19.0298 -0.447232 2.562
111 0.0134152 20.565 -1.09828 2.52475
112 0.0639025 8.22863 0.284141 2.56378
113 0.0500444 8.22821 0.39669 2.56378
114 0.0402474 6.33864 -0.418283 2.54836
115 0.179418 20.0987 0.265723 2.55394
116 0.0449654 9.50491 -0.477428 2.5742
117 0.00100575 14.0862 1.57339 2.47979
118 0.036672 3.79382 -0.314909 2.52176
119 0.0603543 5.1057 -0.00950257 2.57419
120 0.0489102 3.61456 0.0513953 2.55442
121 0.0234172 7.18734 0.636496 2.52668
122 0.113102 11.5643 -0.0402367 2.60447
123 0.321322 25.3252 0.0529648 2.5105
124 0.0820218 9.6525 0.21338 2.57527
125 0.0242641 1.01946 -0.0993044 1.86645
126 0.00213842 5.11854 -1.24345 2.44045
127 0.0452862 12.147 -0.555794 2.56853
128 0.066921 8.64808 0.280136 2.56739
129 0.0738234 6.96924 -0.0383147 2.58168
130 0.215337 19.6084 -0.0492501 2.56697
131 0.0568903 4.67084 0.0437375 2.57213
132 0.351851 30.108 0.274961 2.47182
133 0.111609 20.2638 0.488049 2.55265
134 0.0336514 12.267 0.652451 2.56894
135 0.144522 18.7678 0.32649 2.56388
136 0.282242 25.2445 0.209835 2.51118
137 0.0126319 16.7288 -1.03109 2.54075
138 0.00139755 4.88346 1.33465 2.30002
139 0.148118 16.419 0.197919 2.59079
140 0.0479063 3.59893 -0.0889543 2.55388
141 0.00520012 5.26757 1.02356 2.4427
142 0.0600455 5.17771 -0.0644997 2.57445
143 0.0771915 12.3348 0.365687 2.58708
144 0.0576244 6.81587 -0.266459 2.55184
145 0.115344 11.7408 0.0121225 2.6047
146 0.164045 16.9519 0.147492 2.58734
147 0.00271723 13.3941 1.32864 2.53876
148 0.24702 22.903 0.185214 2.531
149 0.0806586 22.5219 -0.662265 2.52706
150 0.147924 15.927 -0.165831 2.59372
151 0.0358102 2.94759 -0.239053 2.5159
152 0.131558 17.2808 0.312966 2.57365
153 0.0663628 6.24541 -0.0998699 2.57813
154 0.0756152 9.20172 0.239449 2.5719
155 0.0377122 2.76234 0.176353 2.49746
156 0.0258876 28.1695 1.09094 2.48267
157 0.103834 15.2268 -0.344474 2.58365
158 0.0783797 8.18109 0.140954 2.58925
159 0.0626608 9.95889 0.365703 2.57737
160 0.0502657 6.0458 -0.300058 2.54642
161 0.192064 19.9509 -0.212709 2.55509
162 0.00240313 14.5581 1.38248 2.5418
163 0.0871547 8.58323 0.0374571 2.59184
164 0.0544018 4.54932 -0.103452 2.57129
165 0.0514495 5.14392 -0.224607 2.57433
166 0.160633 20.0137 -0.3232 2.5546
167 0.0109025 7.4321 0.866444 2.47418
168 0.0224356 3.71265 -0.509888 2.51914
169 0.126655 13.9875 -0.160307 2.60235
170 0.28926 23.8507 0.0687267 2.52298
171 0.186079 17.9469 0.0895753 2.58025
172 0.0502582 14.3792 -0.589169 2.57128
173 0.0585269 6.42598 -0.231904 2.54896
174 0.0233289 2.26458 0.360635 2.374
175 0.0703036 6.59635 -0.0640434 2.57972
176 0.0143496 11.9919 0.881309 2.53097
177 0.0746625 8.46066 -0.203071 2.59106
178 0.0309013 6.26244 0.517762 2.51748
179 0.0426464 11.7938 -0.564472 2.56711
180 0.0537757 4.97063 0.173984 2.57366
181 0.07394 9.15671 0.250318 2.57155
182 0.0903113 8.97416 0.0443877 2.59427
183 0.0469538 5.69797 -0.317026 2.5443
184 0.0299751 4.58125 0.457716 2.53639
185 0.0525375 4.97054 0.193546 2.57366
186 0.0827879 19.0537 -0.557787 2.56182
187 0.0768884 8.20809 -0.161219 2.58942
188 0.0212506 0.781529 -0.126647 1.64669
189 0.116715 16.6435 -0.345673 2.57726
190 0.195769 18.4173 -0.0610662 2.57664
191 0.0312898 14.7124 -0.742131 2.57087
192 0.0415503 12.4354 -0.592455 2.56947
193 0.00107965 2.85141 -1.19488 2.33574
194 0.0722876 6.97931 0.0885175 2.58174
195 0.104019 13.1133 -0.249352 2.58767
196 0.0732607 10.5678 -0.319727 2.581
197 0.057328 9.00005 0.367941 2.5703
198 0.0487134 7.31975 0.374739 2.55592
199 0.00900821 11.0715 0.977046 2.52315
200 0.00310166 3.49707 -1.03523 2.39239
201 0.0678912 7.22044 0.182849 2.58314
202 0.134798 19.381 -0.382616 2.55941
203 0.151388 19.4713 -0.331529 2.55874
204 0.292069 34.8754 -0.510825 2.43809
205 0.123991 12.6883 0.037855 2.60486
206 0.251967 31.0286 0.477577 2.46489
207 0.0628162 6.15649 -0.153427 2.57776
208 0.0782887 10.1566 -0.267972 2.57863
209 0.0964015 10.8566 0.171717 2.60293
210 0.0885526 9.07373 0.0991 2.59486
211 0.0837319 9.74774 -0.20518 2.59854
212 0.189835 18.0618 -0.0696356 2.57938
213 0.0694652 6.50354 0.0686315 2.57927
214 0.0785173 15.6064 -0.472734 2.58218
215 0.0831831 9.78176 0.211668 2.57618
216 0.199384 18.492 -0.0126023 2.57606
217 0.187319 18.1696 -0.105786 2.57856
218 0.226568 20.3267 -0.0552617 2.56085
219 0.175143 17.8277 0.151711 2.58114
220 0.0331527 11.4249 -0.632088 2.56533
221 0.222377 20.1363 0.0661413 2.55365
